Responsibilities,Role,UNIQUE ID,Avg_SkillScore,Cluster,ROLE,LAMA KERJA BERJALAN,GRADE,Durasi Bulan,Technical Score,Personal Evaluation Score ,Discipline Score ,Development Score,Expert Judgement,Capability Score,scoring_eval,job_count,d,finalscore,finalscore_scaled
Automate data analysis workflows,Data Scientist,002201AD,1.8333333333333333,0,DATA ANALYST,4 tahun 10 bulan,MIDDLE,58,91.37931034,95.0,99.537037037,0.4301677875,1.0,80.0052980974,80.0052980974,2.0,43.26447465828867,43.26447465828867,0.43791954478082107
Automate data analysis workflows,Data Scientist,00270615,2.6666666666666665,0,DATA ANALYST,3 tahun 9 bulan,JUNIOR,45,93.10344828,75.0,98.9814814815,29.9520058526,1.0,75.0818725109,75.0818725109,1.0,41.046725764110334,41.046725764110334,0.33138475000290396
Automate data analysis workflows,Data Scientist,00277DF9,2.8333333333333335,0,AI ENGINEER,0 tahun 5 bulan,MIDDLE,5,,,,,,,,4.0,,,
Automate data analysis workflows,Data Scientist,002D5AC9,4.166666666666667,3,DATA SCIENTIST,3 tahun 8 bulan,MIDDLE,44,78.88888889,92.0,97.4707602339,57.4757263933,1.0,83.3553945397,83.3553945397,3.0,46.136692439374336,46.136692439374336,0.5758932949509521
Automate data analysis workflows,Data Scientist,002DF96D,3.5,3,DATA SCIENTIST,5 tahun 0 bulan,MIDDLE,60,78.88888889,91.0,46.8542261807,5.4541409456,1.1,78.7985129608,78.7985129608,15.0,43.408211869224004,43.408211869224004,0.4448243004585911
Automate data analysis workflows,Data Scientist,002E9001,3.5,1,DATA ENGINEER,7 tahun 8 bulan,SENIOR,92,,,,,,,,10.0,,,
Automate data analysis workflows,Data Scientist,002EC9F6,1.6666666666666667,2,DATA SCIENTIST,4 tahun 7 bulan,MIDDLE,55,97.22222222,96.5,83.7230473171,43.7450704533,1.1,96.6970538768,96.6970538768,0.0,52.03277188803733,52.03277188803733,0.85912536676327
Automate data analysis workflows,Data Scientist,00302AE1,3.0,1,DATA ENGINEER,2 tahun 5 bulan,MIDDLE,29,84.70588235,89.0,97.8411306043,0.4301677875,1.2,90.0022582512,90.0022582512,2.0,49.111196873136,49.111196873136,0.7187806255448916
Automate data analysis workflows,Data Scientist,00306ABB,3.0,1,DATA ENGINEER,3 tahun 3 bulan,JUNIOR,39,94.11764706,90.0,96.5971692516,0.0,1.2,93.696777586,93.696777586,3.0,51.069292120579995,51.069292120579995,0.8128423454671319
Automate data analysis workflows,Data Scientist,0031857D,3.3333333333333335,3,DATA SCIENTIST,2 tahun 11 bulan,MIDDLE,35,90.0,,97.6042024997,10.2336902669,1.0,70.0282735258,70.0282735258,5.0,38.68165163534067,38.68165163534067,0.21777284037488087
Automate data analysis workflows,Data Scientist,0037569D,3.3333333333333335,1,AI ENGINEER,2 tahun 8 bulan,MIDDLE,32,82.89473684,90.0,98.498389694,6.7355847106,1.3,98.749547614,98.749547614,21.0,53.90392690208667,53.90392690208667,0.9490107076793218
Automate data analysis workflows,Data Scientist,00392144,2.6666666666666665,0,DATA SCIENTIST,4 tahun 10 bulan,MIDDLE,58,85.0,90.5,98.9522417154,10.5154493741,1.0,77.4187076743,77.4187076743,15.0,42.28524840071233,42.28524840071233,0.39088010372151477
Automate data analysis workflows,Data Scientist,003A7A13,2.3333333333333335,0,DATA SCIENTIST,2 tahun 10 bulan,JUNIOR,34,82.5,89.5,96.6027405114,1.0754194688,1.0,74.6209033424,74.6209033424,5.0,40.64574543813867,40.64574543813867,0.31212271504055505
Automate data analysis workflows,Data Scientist,003B384C,3.8333333333333335,3,DATA SCIENTIST,2 tahun 10 bulan,SENIOR,34,80.0,92.0,96.3395202983,44.3903221346,1.1,89.794363496,89.794363496,3.0,49.39267931954667,49.39267931954667,0.7323022982377134
Automate data analysis workflows,Data Scientist,003C6A0D,1.8333333333333333,0,DATA ANALYST,1 tahun 9 bulan,JUNIOR,21,76.20689655,98.0,45.3968253968,2.3230903964,1.0,73.7283503902,73.7283503902,7.0,39.93769237347267,39.93769237347267,0.27810971738600565
Automate data analysis workflows,Data Scientist,003CFD5B,3.0,1,DATA ENGINEER,3 tahun 8 bulan,MIDDLE,44,77.5,80.0,98.9522417154,3.0893274449,1.3,89.6443972996,89.6443972996,0.0,48.921530568788,48.921530568788,0.7096695576223501
Automate data analysis workflows,Data Scientist,003D5583,3.0,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,98.61111111,90.0,98.9522417154,31.463471719,1.0,84.2841556523,84.2841556523,1.0,46.080602495719,46.080602495719,0.5731988823183443
Automate data analysis workflows,Data Scientist,0042FA00,2.1666666666666665,0,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,80.68965517,90.0,98.9522417154,38.3427977748,1.0,80.1122536136,80.1122536136,2.0,43.47782774854134,43.47782774854134,0.4481684632877666
Automate data analysis workflows,Data Scientist,00430780,2.1666666666666665,2,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,87.93103448,86.0,92.1643347143,0.4301677875,1.0,74.0835656652,74.0835656652,2.0,40.28262313588933,40.28262313588933,0.2946792794690312
Automate data analysis workflows,Data Scientist,00434E84,3.5,1,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,80.27777778,95.0,96.1220230528,0.0,1.0,76.485383457,76.485383457,4.0,42.18225323221,42.18225323221,0.3859324880702048
Automate data analysis workflows,Data Scientist,00456E77,3.0,1,DATA SCIENTIST,1 tahun 8 bulan,BASIC,20,75.55555556,90.0,17.7777777778,0.0,,67.4044956827,67.4044956827,8.0,37.134382711831,37.134382711831,0.1434461311315321
Automate data analysis workflows,Data Scientist,0045D05E,2.3333333333333335,1,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,73.75,85.0,96.7440037291,55.491056416,1.0,78.0721708555,78.0721708555,7.0,42.47491722008167,42.47491722008167,0.39999129245903386
Automate data analysis workflows,Data Scientist,00464297,1.1666666666666667,2,MGT,4 tahun 11 bulan,-,59,,,,,,,,1.0,,,
Automate data analysis workflows,Data Scientist,005139FE,2.5,0,DATA ANALYST,4 tahun 1 bulan,MIDDLE,49,79.13793103,85.0,98.9522417154,0.4301677875,1.0,71.4912919476,71.4912919476,2.0,39.065384732228004,39.065384732228004,0.23620636404101836
Automate data analysis workflows,Data Scientist,0052D29A,3.3333333333333335,1,DATA ANALYST,5 tahun 1 bulan,SENIOR,61,73.10344828,86.0,97.7192982456,51.2417874977,1.0,77.8012250633,77.8012250633,4.0,42.80131595021567,42.80131595021567,0.41567062469627575
Automate data analysis workflows,Data Scientist,00563DC3,2.8333333333333335,0,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,76.20689655,96.0,3.7037037037,53.3266455725,1.0,77.6344597313,77.6344597313,4.0,42.47793032425567,42.47793032425567,0.40013603401911924
Automate data analysis workflows,Data Scientist,00630639,3.3333333333333335,1,DATA SCIENTIST,9 tahun 2 bulan,MIDDLE,110,80.0,75.0,98.9522417154,54.8821326185,1.0,75.0274646513,75.0274646513,0.0,41.33122293185567,41.33122293185567,0.34505124193993514
Automate data analysis workflows,Data Scientist,0073D075,3.5,3,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,91.66666667,93.0,58.0116959064,8.2492354431,1.0,77.500618325,77.500618325,4.0,42.72032771225001,42.72032771225001,0.4117801638177943
Automate data analysis workflows,Data Scientist,0084C542,2.1666666666666665,0,DATA ANALYST,4 tahun 0 bulan,MIDDLE,48,74.48275862,80.0,98.9522417154,0.0,1.0,67.6149808506,67.6149808506,2.0,36.85427318415134,36.85427318415134,0.12999040982555968
Automate data analysis workflows,Data Scientist,00897237,2.1666666666666665,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,93.10344828,92.5,94.1423001949,2.5085548458,1.2,95.0743558155,95.0743558155,8.0,51.407741915548335,51.407741915548335,0.8291005790048558
Automate data analysis workflows,Data Scientist,0097B743,1.8333333333333333,0,MGT,3 tahun 1 bulan,-,37,90.27777778,,98.9522417154,37.0103448893,1.0,77.3225695827,77.3225695827,5.0,41.84262854549767,41.84262854549767,0.3696178158386499
Automate data analysis workflows,Data Scientist,009C501C,2.5,0,DATA ANALYST,2 tahun 9 bulan,MIDDLE,33,71.72413793,91.5,99.537037037,45.8959093909,1.1,87.3635004212,87.3635004212,9.0,47.477655223236,47.477655223236,0.6403096025674442
Automate data analysis workflows,Data Scientist,017F0DF6,3.3333333333333335,3,AI ENGINEER,3 tahun 8 bulan,JUNIOR,44,84.07894737,90.0,75.790084404,1.3470096476,1.3,96.1634426675,96.1634426675,9.0,52.53329128044167,52.53329128044167,0.8831689953688969
Build and deploy AI models,AI Engineer,0000ECE6,1.0,2,DATA ANALYST,4 tahun 10 bulan,JUNIOR,58,,,,,,,,9.0,,,
Build and deploy AI models,AI Engineer,0001741A,5.0,3,DATA SCIENTIST,4 tahun 11 bulan,JUNIOR,59,88.75,89.5,96.4930913886,12.6845989445,1.0,78.1787671463,78.1787671463,3.0,43.784746587539004,43.784746587539004,0.473212078569503
Build and deploy AI models,AI Engineer,00017D8B,3.75,3,DATA ENGINEER,3 tahun 9 bulan,SENIOR,45,86.02941176,94.0,88.8888888889,14.482615467,1.2,95.2346475844,95.2346475844,0.0,52.236863219732,52.236863219732,0.878382853160483
Build and deploy AI models,AI Engineer,00049B4B,1.5,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,76.66666667,,99.4152046784,13.616265803,1.0,62.6570672707,62.6570672707,8.0,33.913245653471,33.913245653471,0.0
Build and deploy AI models,AI Engineer,0004E1C5,3.25,1,AI ENGINEER,1 tahun 0 bulan,MIDDLE,12,98.68421053,,85.4256716671,27.4434510067,1.2,94.462392646,94.462392646,3.0,51.59256810238,51.59256810238,0.8474971516110754
Build and deploy AI models,AI Engineer,00050DC9,1.25,2,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,73.27586207,90.0,93.7469277057,9.2877346217,1.1,80.5550616974,80.5550616974,9.0,43.281682699622,43.281682699622,0.4490966061966145
Build and deploy AI models,AI Engineer,00055602,2.5,0,DATA SCIENTIST,0 tahun 9 bulan,JUNIOR,9,80.27777778,84.0,0.0,0.0,1.2,77.5622022708,77.5622022708,1.0,42.282967203524,42.282967203524,0.40122098535996137
Build and deploy AI models,AI Engineer,0006B570,2.75,3,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,75.86206897,86.0,98.469149928,0.8603355751,1.0,71.0634376852,71.0634376852,4.0,38.956121973156,38.956121973156,0.2417413523177027
Build and deploy AI models,AI Engineer,0006F238,3.5,1,DATA SCIENTIST,4 tahun 8 bulan,MIDDLE,56,97.22222222,,98.9522417154,54.9046621779,1.1,95.020460512,95.020460512,7.0,52.00584407136,52.00584407136,0.8673084428838059
Build and deploy AI models,AI Engineer,0008CEE3,3.75,3,DATA ENGINEER,8 tahun 3 bulan,SENIOR,99,88.23529412,93.0,81.2753036437,0.0,1.3,99.8654925819,99.8654925819,21.0,54.69121106840701,54.69121106840701,0.9960374078995533
Build and deploy AI models,AI Engineer,0008DB3D,4.0,3,AI ENGINEER,4 tahun 5 bulan,MIDDLE,53,78.94736842,95.5,97.9135943724,2.0205144715,1.3,99.7997608046,99.7997608046,26.0,54.773873226438006,54.773873226438006,1.0
Build and deploy AI models,AI Engineer,0008EF5A,2.0,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,87.5,70.0,98.9522417154,0.0,1.0,66.4806914307,66.4806914307,2.0,36.174766458271,36.174766458271,0.10841096687477769
Build and deploy AI models,AI Engineer,00093BBA,1.0,2,MGT,4 tahun 11 bulan,-,59,,,,,,,,1.0,,,
Build and deploy AI models,AI Engineer,000BC56E,2.0,1,DATA ANALYST,3 tahun 2 bulan,JUNIOR,38,77.67241379,89.0,95.0048732943,0.4301677875,1.0,72.7677924824,72.7677924824,2.0,39.506930015672,39.506930015672,0.26814554560428344
Build and deploy AI models,AI Engineer,000BE0C5,3.0,3,DATA ANALYST,3 tahun 0 bulan,MIDDLE,36,79.13793103,90.5,96.8024832613,9.3020121433,1.0,75.3882483655,75.3882483655,0.0,41.365771633715,41.365771633715,0.3572532012364586
Build and deploy AI models,AI Engineer,000BF13A,1.5,2,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,85.34482759,84.0,76.9401195515,0.4301677875,1.0,71.3283335517,71.3283335517,2.0,38.509016782401,38.509016782401,0.22030838299829444
Build and deploy AI models,AI Engineer,000C7109,3.0,1,DATA SCIENTIST,6 tahun 6 bulan,MIDDLE,78,,,,,,,,9.0,,,
Build and deploy AI models,AI Engineer,000C72E4,2.5,1,DATA ENGINEER,5 tahun 0 bulan,MIDDLE,60,76.47058824,91.5,89.9596364099,0.0,1.2,87.8939523114,87.8939523114,3.0,47.758794725042,47.758794725042,0.6637168044509483
Build and deploy AI models,AI Engineer,000CEE2B,1.75,0,DATA ANALYST,3 tahun 11 bulan,MIDDLE,47,74.48275862,90.0,98.9522417154,10.5359979556,1.0,74.1194724896,74.1194724896,4.0,40.105820419488,40.105820419488,0.2968546724855904
Build and deploy AI models,AI Engineer,000FCFC2,5.0,3,AI ENGINEER,1 tahun 10 bulan,JUNIOR,22,80.52631579,95.0,98.9522417154,34.6152175938,1.0,81.9618884287,81.9618884287,16.0,45.789800867211,45.789800867211,0.5693287592713969
Build and deploy AI models,AI Engineer,00101A0D,2.25,0,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,82.5,94.0,39.414983165,7.0665492569,1.0,73.9040356956,73.9040356956,2.0,40.226638918668,40.226638918668,0.30264637260378674
Build and deploy AI models,AI Engineer,00103C57,2.5,1,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,80.60344828,81.5,80.2615189223,5.8627640301,1.0,69.7620596418,69.7620596418,15.0,38.148891610153996,38.148891610153996,0.20304499190484127
Build and deploy AI models,AI Engineer,00104933,1.0,2,MGT,3 tahun 11 bulan,-,47,89.65517241,,98.469149928,8.7007929068,1.0,69.5023814571,69.5023814571,1.0,37.306262172263004,37.306262172263004,0.16265169908833257
Build and deploy AI models,AI Engineer,001356B3,2.5,1,DATA SCIENTIST,1 tahun 10 bulan,JUNIOR,22,98.61111111,,98.9522417154,37.4823489904,1.0,82.7234066868,82.7234066868,7.0,45.018405544004004,45.018405544004004,0.5323502301974857
Build and deploy AI models,AI Engineer,0013A32D,1.0,2,MGT,5 tahun 9 bulan,-,69,79.13793103,99.0,88.8109161793,8.7722486646,1.0,78.9526210358,78.9526210358,1.0,42.314889148974,42.314889148974,0.40275123392694895
Build and deploy AI models,AI Engineer,0013D24E,3.25,1,DATA SCIENTIST,4 tahun 9 bulan,JUNIOR,57,66.25,92.0,97.9135943724,0.0,1.1,78.1589269578,78.1589269578,0.0,42.951731287634004,42.951731287634004,0.433279660573388
Build and deploy AI models,AI Engineer,0014B046,1.5,1,DATA SCIENTIST,7 tahun 8 bulan,SENIOR,92,84.72222222,87.0,0.0,0.0,1.0,67.4019777006,67.4019777006,6.0,36.428048181318,36.428048181318,0.12055258256496047
Build and deploy AI models,AI Engineer,0014CA34,2.5,0,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,82.5,95.0,99.537037037,30.4375931247,1.0,81.9453180716,81.9453180716,1.0,44.606018577948,44.606018577948,0.5125815552324807
Build and deploy AI models,AI Engineer,0014EEF4,2.5,1,DATA ENGINEER,2 tahun 11 bulan,MIDDLE,35,85.0,93.5,80.9809654856,9.0371304039,1.2,92.960313373,92.960313373,8.0,50.44396608769,50.44396608769,0.7924363913020972
Build and deploy AI models,AI Engineer,0014F3E9,2.75,3,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,75.86206897,,98.257797271,12.7921561676,1.0,61.80993377,61.80993377,2.0,34.0517648981,34.0517648981,0.006640224228368855
Build and deploy AI models,AI Engineer,001ABDF5,1.5,1,DATA ANALYST,3 tahun 4 bulan,MIDDLE,40,82.24137931,98.5,98.9522417154,50.3029972195,1.0,86.5446547165,86.5446547165,8.0,46.573666999745,46.573666999745,0.6069051039806905
Build and deploy AI models,AI Engineer,001AE6FC,2.5,0,DATA ANALYST,3 tahun 4 bulan,JUNIOR,40,82.24137931,84.5,98.469149928,0.4301677875,,72.1149630886,72.1149630886,2.0,39.395930436958004,39.395930436958004,0.2628245370044349
Build and deploy AI models,AI Engineer,001F9B47,1.5,1,DATA ENGINEER,3 tahun 1 bulan,JUNIOR,37,58.75,87.0,96.1884481736,8.6577453183,1.2,81.1247503422,81.1247503422,1.0,43.701117681366,43.701117681366,0.46920314327354967
Build and deploy AI models,AI Engineer,002018BB,1.75,0,DATA SCIENTIST,10 tahun 10 bulan,SENIOR,130,97.22222222,98.0,50.5555555556,43.7450704533,1.0,86.4214334385,86.4214334385,18.0,46.625859722405,46.625859722405,0.6094070767750104
Build and deploy AI models,AI Engineer,0020C6B5,2.75,3,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,75.86206897,88.5,98.3674463938,3.3392709766,1.0,72.659385698,72.659385698,3.0,39.801974419939995,39.801974419939995,0.2822891471443608
Build and deploy AI models,AI Engineer,002201AD,1.25,0,DATA ANALYST,4 tahun 10 bulan,MIDDLE,58,91.37931034,95.0,99.537037037,0.4301677875,1.0,80.0052980974,80.0052980974,2.0,42.990307991622004,42.990307991622004,0.4351289196070899
Build and deploy AI models,AI Engineer,00270615,2.25,0,DATA ANALYST,3 tahun 9 bulan,JUNIOR,45,93.10344828,75.0,98.9814814815,29.9520058526,1.0,75.0818725109,75.0818725109,1.0,40.850892430777,40.850892430777,0.3325713357874429
Build and deploy AI models,AI Engineer,00277DF9,3.25,0,AI ENGINEER,0 tahun 5 bulan,MIDDLE,5,,,,,,,,4.0,,,
Build and deploy AI models,AI Engineer,002D5AC9,4.25,3,DATA SCIENTIST,3 tahun 8 bulan,MIDDLE,44,78.88888889,92.0,97.4707602339,57.4757263933,1.0,83.3553945397,83.3553945397,3.0,46.175859106041,46.175859106041,0.5878353088696598
Build and deploy AI models,AI Engineer,002DF96D,3.75,3,DATA SCIENTIST,5 tahun 0 bulan,MIDDLE,60,78.88888889,91.0,46.8542261807,5.4541409456,1.1,78.7985129608,78.7985129608,15.0,43.525711869224004,43.525711869224004,0.46079468041554333
Build and deploy AI models,AI Engineer,002E9001,2.25,1,DATA ENGINEER,7 tahun 8 bulan,SENIOR,92,,,,,,,,10.0,,,
Build and deploy AI models,AI Engineer,002EC9F6,1.75,2,DATA SCIENTIST,4 tahun 7 bulan,MIDDLE,55,97.22222222,96.5,83.7230473171,43.7450704533,1.1,96.6970538768,96.6970538768,0.0,52.071938554704,52.071938554704,0.8704768271096788
Build and deploy AI models,AI Engineer,00302AE1,2.0,1,DATA ENGINEER,2 tahun 5 bulan,MIDDLE,29,84.70588235,89.0,97.8411306043,0.4301677875,1.2,90.0022582512,90.0022582512,2.0,48.641196873136,48.641196873136,0.7060166894859264
Build and deploy AI models,AI Engineer,00306ABB,1.25,1,DATA ENGINEER,3 tahun 3 bulan,JUNIOR,39,94.11764706,90.0,96.5971692516,0.0,1.2,93.696777586,93.696777586,3.0,50.24679212058,50.24679212058,0.7829844241251596
Build and deploy AI models,AI Engineer,0031857D,3.75,3,DATA SCIENTIST,2 tahun 11 bulan,MIDDLE,35,90.0,,97.6042024997,10.2336902669,1.0,70.0282735258,70.0282735258,5.0,38.877484968674004,38.877484968674004,0.23797171479328313
Build and deploy AI models,AI Engineer,0037569D,4.0,1,AI ENGINEER,2 tahun 8 bulan,MIDDLE,32,82.89473684,90.0,98.498389694,6.7355847106,1.3,98.749547614,98.749547614,21.0,54.21726023542,54.21726023542,0.9733175337572627
Build and deploy AI models,AI Engineer,00392144,2.0,0,DATA SCIENTIST,4 tahun 10 bulan,MIDDLE,58,85.0,90.5,98.9522417154,10.5154493741,1.0,77.4187076743,77.4187076743,15.0,41.971915067378994,41.971915067378994,0.3863100180337388
Build and deploy AI models,AI Engineer,003A7A13,2.5,0,DATA SCIENTIST,2 tahun 10 bulan,JUNIOR,34,82.5,89.5,96.6027405114,1.0754194688,1.0,74.6209033424,74.6209033424,5.0,40.724078771472,40.724078771472,0.32649224450117037
Build and deploy AI models,AI Engineer,003B384C,4.0,3,DATA SCIENTIST,2 tahun 10 bulan,SENIOR,34,80.0,92.0,96.3395202983,44.3903221346,1.1,89.794363496,89.794363496,3.0,49.471012652880006,49.471012652880006,0.7457957314558502
Build and deploy AI models,AI Engineer,003C6A0D,1.25,0,DATA ANALYST,1 tahun 9 bulan,JUNIOR,21,76.20689655,98.0,45.3968253968,2.3230903964,1.0,73.7283503902,73.7283503902,7.0,39.663525706806006,39.663525706806006,0.2756523039981171
Build and deploy AI models,AI Engineer,003CFD5B,1.75,1,DATA ENGINEER,3 tahun 8 bulan,MIDDLE,44,77.5,80.0,98.9522417154,3.0893274449,1.3,89.6443972996,89.6443972996,0.0,48.334030568788,48.334030568788,0.6912919980415495
Build and deploy AI models,AI Engineer,003D5583,3.0,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,98.61111111,90.0,98.9522417154,31.463471719,1.0,84.2841556523,84.2841556523,1.0,46.080602495719,46.080602495719,0.5832689740367881
Build and deploy AI models,AI Engineer,0042FA00,2.25,0,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,80.68965517,90.0,98.9522417154,38.3427977748,1.0,80.1122536136,80.1122536136,2.0,43.516994415208,43.516994415208,0.46037679011068516
Build and deploy AI models,AI Engineer,00430780,1.5,2,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,87.93103448,86.0,92.1643347143,0.4301677875,1.0,74.0835656652,74.0835656652,2.0,39.969289802556,39.969289802556,0.29030977749360426
Build and deploy AI models,AI Engineer,00434E84,3.0,1,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,80.27777778,95.0,96.1220230528,0.0,1.0,76.485383457,76.485383457,4.0,41.947253232209995,41.947253232209995,0.3851277987988315
Build and deploy AI models,AI Engineer,00456E77,3.0,1,DATA SCIENTIST,1 tahun 8 bulan,BASIC,20,75.55555556,90.0,17.7777777778,0.0,,67.4044956827,67.4044956827,8.0,37.134382711831,37.134382711831,0.15441227964465587
Build and deploy AI models,AI Engineer,0045D05E,2.5,1,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,73.75,85.0,96.7440037291,55.491056416,1.0,78.0721708555,78.0721708555,7.0,42.553250553415005,42.553250553415005,0.41417761137447584
Build and deploy AI models,AI Engineer,00464297,1.0,2,MGT,4 tahun 11 bulan,-,59,,,,,,,,1.0,,,
Build and deploy AI models,AI Engineer,005139FE,2.25,0,DATA ANALYST,4 tahun 1 bulan,MIDDLE,49,79.13793103,85.0,98.9522417154,0.4301677875,1.0,71.4912919476,71.4912919476,2.0,38.947884732228005,38.947884732228005,0.24134648208193513
Build and deploy AI models,AI Engineer,0052D29A,2.25,1,DATA ANALYST,5 tahun 1 bulan,SENIOR,61,73.10344828,86.0,97.7192982456,51.2417874977,1.0,77.8012250633,77.8012250633,4.0,42.292149283548994,42.292149283548994,0.401661148533043
Build and deploy AI models,AI Engineer,00563DC3,2.0,0,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,76.20689655,96.0,3.7037037037,53.3266455725,1.0,77.6344597313,77.6344597313,4.0,42.086263657589,42.086263657589,0.3917915688552582
Build and deploy AI models,AI Engineer,00630639,3.0,1,DATA SCIENTIST,9 tahun 2 bulan,MIDDLE,110,80.0,75.0,98.9522417154,54.8821326185,1.0,75.0274646513,75.0274646513,0.0,41.174556265189,41.174556265189,0.3480868725698275
Build and deploy AI models,AI Engineer,0073D075,3.75,3,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,91.66666667,93.0,58.0116959064,8.2492354431,1.0,77.500618325,77.500618325,4.0,42.83782771225001,42.83782771225001,0.427819442514963
Build and deploy AI models,AI Engineer,0084C542,1.75,0,DATA ANALYST,4 tahun 0 bulan,MIDDLE,48,74.48275862,80.0,98.9522417154,0.0,1.0,67.6149808506,67.6149808506,2.0,36.658439850818006,36.658439850818006,0.13159691326374395
